Frame,Time,People_Count
0,21:31:40,9
5,21:31:40,8
10,21:31:41,8
15,21:31:41,7
20,21:31:42,8
25,21:31:42,8
30,21:31:43,8
35,21:31:43,9
40,21:31:43,9
45,21:31:44,10
50,21:31:44,9
55,21:31:45,8
60,21:31:45,7
65,21:31:46,8
70,21:31:46,8
75,21:31:47,8
80,21:31:47,9
85,21:31:48,9
90,21:31:48,9
95,21:31:49,9
100,21:31:49,9
105,21:31:49,8
110,21:31:50,8
115,21:31:50,8
120,21:31:51,9
125,21:31:51,9
130,21:31:52,7
135,21:31:52,6
140,21:31:53,7
145,21:31:53,8
150,21:31:54,8
155,21:31:54,10
160,21:31:55,7
165,21:31:55,7
170,21:31:55,10
175,21:31:56,8
180,21:31:56,5
185,21:31:57,8
190,21:31:57,5
195,21:31:58,9
200,21:31:58,8
205,21:31:59,8
210,21:31:59,7
215,21:32:00,6
220,21:32:00,6
225,21:32:00,5
230,21:32:01,5
235,21:32:01,5
240,21:32:02,5
245,21:32:02,6
250,21:32:03,5
255,21:32:03,5
260,21:32:04,5
265,21:32:04,5
270,21:32:05,5
275,21:32:05,5
280,21:32:06,7
285,21:32:06,5
290,21:32:07,5
295,21:32:07,5
300,21:32:07,6
305,21:32:08,5
310,21:32:08,7
315,21:32:09,5
320,21:32:09,6
325,21:32:10,6
330,21:32:10,7
335,21:32:11,6
340,21:32:11,6
345,21:32:11,7
350,21:32:12,6
355,21:32:12,5
360,21:32:13,7
365,21:32:13,6
370,21:32:14,7
375,21:32:14,8
380,21:32:15,8
385,21:32:15,7
390,21:32:16,7
395,21:32:16,5
400,21:32:17,7
405,21:32:17,6
410,21:32:18,7
415,21:32:18,5
420,21:32:18,5
425,21:32:19,6
430,21:32:19,7
435,21:32:20,7
440,21:32:20,6
445,21:32:21,6
450,21:32:21,5
455,21:32:22,6
460,21:32:22,6
465,21:32:23,7
470,21:32:23,7
475,21:32:23,6
480,21:32:24,6
485,21:32:24,5
490,21:32:25,6
495,21:32:25,8
500,21:32:26,7
505,21:32:26,5
510,21:32:27,5
515,21:32:27,5
520,21:32:28,5
525,21:32:28,6
530,21:32:28,5
535,21:32:29,6
540,21:32:29,6
545,21:32:30,5
550,21:32:30,5
555,21:32:31,6
560,21:32:31,7
565,21:32:32,5
570,21:32:32,5
575,21:32:33,5
580,21:32:33,6
585,21:32:34,6
590,21:32:34,6
595,21:32:35,6
600,21:32:35,6
605,21:32:35,6
610,21:32:36,7
615,21:32:36,6
620,21:32:37,6
625,21:32:37,7
630,21:32:38,6
635,21:32:38,6
640,21:32:39,7
645,21:32:39,8
650,21:32:40,7
655,21:32:40,7
660,21:32:40,7
665,21:32:41,6
670,21:32:41,7
675,21:32:42,6
680,21:32:42,6
685,21:32:43,5
690,21:32:43,6
695,21:32:44,5
700,21:32:44,6
705,21:32:45,7
710,21:32:45,8
715,21:32:46,8
720,21:32:46,9
725,21:32:47,8
730,21:32:47,8
735,21:32:48,7
740,21:32:48,8
745,21:32:48,8
750,21:32:49,7
755,21:32:49,8
760,21:32:50,9
765,21:32:50,8
770,21:32:51,9
775,21:32:51,9
780,21:32:52,9
785,21:32:52,7
790,21:32:53,7
795,21:32:53,8
800,21:32:53,7
805,21:32:54,8
810,21:32:54,8
815,21:32:55,8
820,21:32:55,8
825,21:32:56,7
830,21:32:56,7
835,21:32:57,8
840,21:32:57,8
845,21:32:58,8
850,21:32:58,8
855,21:32:59,8
860,21:32:59,8
865,21:32:59,8
870,21:33:00,8
875,21:33:00,9
880,21:33:01,10
885,21:33:01,10
890,21:33:02,10
895,21:33:02,10
900,21:33:03,9
905,21:33:03,9
910,21:33:04,9
915,21:33:04,8
920,21:33:04,8
925,21:33:05,9
930,21:33:05,8
935,21:33:06,9
940,21:33:06,9
945,21:33:07,8
950,21:33:07,9
955,21:33:08,8
960,21:33:08,8
965,21:33:09,8
970,21:33:09,8
975,21:33:10,7
980,21:33:10,6
985,21:33:10,7
990,21:33:11,7
995,21:33:11,7
1000,21:33:12,6
1005,21:33:12,8
1010,21:33:13,7
1015,21:33:13,6
1020,21:33:14,7
1025,21:33:14,7
1030,21:33:15,7
1035,21:33:15,7
1040,21:33:16,7
1045,21:33:16,7
1050,21:33:17,7
1055,21:33:17,7
1060,21:33:18,7
1065,21:33:18,8
1070,21:33:18,8
1075,21:33:19,8
1080,21:33:19,8
1085,21:33:20,8
1090,21:33:20,8
1095,21:33:21,8
1100,21:33:21,8
1105,21:33:22,8
1110,21:33:22,8
1115,21:33:23,8
1120,21:33:23,8
1125,21:33:23,8
1130,21:33:24,8
1135,21:33:24,8
1140,21:33:25,7
1145,21:33:25,6
1150,21:33:26,7
1155,21:33:26,7
1160,21:33:27,7
1165,21:33:27,7
1170,21:33:28,7
1175,21:33:28,7
1180,21:33:29,7
1185,21:33:29,7
1190,21:33:30,7
1195,21:33:30,6
1200,21:33:31,6
1205,21:33:31,6
1210,21:33:32,6
1215,21:33:32,6
1220,21:33:33,6
1225,21:33:33,7
1230,21:33:34,7
1235,21:33:34,6
1240,21:33:34,7
1245,21:33:35,7
1250,21:33:35,7
1255,21:33:36,7
1260,21:33:36,7
1265,21:33:37,7
1270,21:33:37,7
1275,21:33:38,7
1280,21:33:38,8
1285,21:33:39,8
1290,21:33:39,8
1295,21:33:40,7
1300,21:33:40,7
1305,21:33:41,7
1310,21:33:41,7
1315,21:33:42,7
1320,21:33:42,7
1325,21:33:43,7
1330,21:33:43,7
1335,21:33:44,7
1340,21:33:44,7
1345,21:33:45,7
1350,21:33:45,7
1355,21:33:46,8
1360,21:33:46,8
1365,21:33:47,8
1370,21:33:47,8
1375,21:33:48,5
1380,21:33:48,6
1385,21:33:48,5
1390,21:33:49,7
1395,21:33:49,6
1400,21:33:50,6
1405,21:33:50,6
1410,21:33:51,6
1415,21:33:51,6
1420,21:33:52,6
1425,21:33:52,6
1430,21:33:53,6
1435,21:33:53,6
1440,21:33:54,7
1445,21:33:54,6
1450,21:33:55,8
1455,21:33:55,8
1460,21:33:56,8
1465,21:33:56,6
1470,21:33:57,6
1475,21:33:57,7
1480,21:33:57,6
1485,21:33:58,6
1490,21:33:58,7
1495,21:33:59,7
1500,21:33:59,7
1505,21:34:00,4
1510,21:34:00,7
1515,21:34:01,6
1520,21:34:01,6
1525,21:34:02,5
1530,21:34:02,4
1535,21:34:03,7
1540,21:34:03,7
1545,21:34:04,7
1550,21:34:04,9
1555,21:34:05,8
1560,21:34:05,7
1565,21:34:05,7
1570,21:34:06,8
1575,21:34:06,8
1580,21:34:07,9
1585,21:34:07,8
1590,21:34:08,8
1595,21:34:08,8
1600,21:34:09,8
1605,21:34:09,8
1610,21:34:10,8
1615,21:34:10,9
1620,21:34:11,9
1625,21:34:11,8
1630,21:34:12,8
1635,21:34:12,9
1640,21:34:13,7
1645,21:34:13,8
1650,21:34:13,8
1655,21:34:14,8
1660,21:34:15,8
1665,21:34:15,8
1670,21:34:15,8
1675,21:34:16,9
1680,21:34:16,10
1685,21:34:17,7
1690,21:34:17,7
1695,21:34:18,7
1700,21:34:18,7
1705,21:34:19,8
1710,21:34:19,7
1715,21:34:20,8
1720,21:34:20,8
1725,21:34:21,7
1730,21:34:21,7
1735,21:34:22,8
1740,21:34:23,9
1745,21:34:23,8
1750,21:34:24,8
1755,21:34:24,9
1760,21:34:25,9
1765,21:34:25,7
1770,21:34:26,7
1775,21:34:26,6
1780,21:34:26,8
1785,21:34:27,8
1790,21:34:27,7
1795,21:34:28,8
1800,21:34:28,8
1805,21:34:29,8
1810,21:34:29,8
1815,21:34:30,8
1820,21:34:30,8
1825,21:34:31,8
1830,21:34:31,8
1835,21:34:32,8
1840,21:34:32,9
1845,21:34:32,8
1850,21:34:33,10
1855,21:34:33,9
1860,21:34:34,10
1865,21:34:34,10
1870,21:34:35,9
1875,21:34:35,10
1880,21:34:36,10
1885,21:34:36,10
1890,21:34:37,10
1895,21:34:37,9
1900,21:34:38,8
1905,21:34:38,8
1910,21:34:39,9
1915,21:34:39,8
1920,21:34:40,9
1925,21:34:40,8
1930,21:34:41,8
1935,21:34:41,8
1940,21:34:41,7
1945,21:34:42,7
1950,21:34:42,8
1955,21:34:43,8
1960,21:34:43,8
1965,21:34:44,8
1970,21:34:44,8
1975,21:34:45,8
1980,21:34:45,8
1985,21:34:46,8
1990,21:34:46,8
1995,21:34:47,8
2000,21:34:47,8
2005,21:34:48,8
2010,21:34:48,8
2015,21:34:49,8
2020,21:34:49,8
2025,21:34:50,8
2030,21:34:50,8
2035,21:34:51,7
2040,21:34:51,8
2045,21:34:52,8
2050,21:34:52,8
2055,21:34:53,8
2060,21:34:53,8
2065,21:34:54,8
2070,21:34:54,7
2075,21:34:55,7
2080,21:34:55,7
2085,21:34:56,7
2090,21:34:56,6
2095,21:34:57,7
2100,21:34:57,7
2105,21:34:57,6
2110,21:34:58,6
2115,21:34:58,6
2120,21:34:59,6
2125,21:34:59,7
2130,21:35:00,7
2135,21:35:00,7
2140,21:35:01,7
2145,21:35:01,8
2150,21:35:01,8
2155,21:35:02,8
2160,21:35:02,7
2165,21:35:03,7
2170,21:35:03,9
2175,21:35:04,9
2180,21:35:04,8
2185,21:35:04,9
2190,21:35:05,9
2195,21:35:05,9
2200,21:35:06,8
2205,21:35:06,8
2210,21:35:07,9
2215,21:35:07,9
2220,21:35:08,8
2225,21:35:08,9
2230,21:35:09,9
2235,21:35:09,8
2240,21:35:09,8
2245,21:35:10,8
2250,21:35:10,7
2255,21:35:11,8
2260,21:35:11,9
2265,21:35:12,9
2270,21:35:12,9
2275,21:35:13,9
2280,21:35:13,9
2285,21:35:14,8
2290,21:35:14,8
2295,21:35:15,7
2300,21:35:15,9
2305,21:35:15,7
2310,21:35:16,6
2315,21:35:16,5
2320,21:35:17,9
2325,21:35:17,9
2330,21:35:18,9
2335,21:35:18,9
2340,21:35:19,10
2345,21:35:19,8
2350,21:35:19,8
2355,21:35:20,8
2360,21:35:20,8
2365,21:35:21,8
2370,21:35:21,9
2375,21:35:22,9
2380,21:35:22,9
2385,21:35:23,9
2390,21:35:23,9
2395,21:35:23,9
2400,21:35:24,9
2405,21:35:24,9
2410,21:35:25,9
2415,21:35:25,9
2420,21:35:26,8
2425,21:35:26,10
2430,21:35:27,7
2435,21:35:27,7
2440,21:35:28,7
2445,21:35:28,7
2450,21:35:28,7
2455,21:35:29,8
2460,21:35:29,7
2465,21:35:30,8
2470,21:35:30,9
2475,21:35:31,9
2480,21:35:31,9
2485,21:35:32,8
2490,21:35:32,8
2495,21:35:33,8
2500,21:35:33,8
2505,21:35:33,9
2510,21:35:34,8
2515,21:35:34,9
2520,21:35:35,8
2525,21:35:35,8
2530,21:35:36,7
2535,21:35:36,7
2540,21:35:37,8
2545,21:35:37,8
2550,21:35:38,8
2555,21:35:38,7
2560,21:35:38,7
2565,21:35:39,7
2570,21:35:39,7
2575,21:35:40,7
2580,21:35:40,7
2585,21:35:41,8
2590,21:35:41,9
2595,21:35:42,9
2600,21:35:42,8
2605,21:35:43,8
2610,21:35:43,8
2615,21:35:44,8
2620,21:35:44,8
2625,21:35:45,8
2630,21:35:45,7
2635,21:35:45,6
2640,21:35:46,6
2645,21:35:46,6
2650,21:35:47,6
2655,21:35:47,6
2660,21:35:48,6
2665,21:35:48,6
2670,21:35:49,6
2675,21:35:49,6
2680,21:35:50,5
2685,21:35:50,5
2690,21:35:51,5
2695,21:35:51,5
2700,21:35:51,6
2705,21:35:52,6
2710,21:35:52,7
2715,21:35:53,7
2720,21:35:53,6
2725,21:35:54,6
2730,21:35:54,6
2735,21:35:55,6
2740,21:35:55,6
2745,21:35:56,6
2750,21:35:56,5
2755,21:35:57,5
2760,21:35:57,5
2765,21:35:57,6
2770,21:35:58,6
2775,21:35:58,5
2780,21:35:59,5
2785,21:35:59,5
2790,21:36:00,5
2795,21:36:00,5
2800,21:36:01,5
2805,21:36:01,6
2810,21:36:01,5
2815,21:36:02,5
2820,21:36:02,7
2825,21:36:03,6
2830,21:36:03,7
2835,21:36:04,5
2840,21:36:04,5
2845,21:36:05,6
2850,21:36:05,5
2855,21:36:06,5
2860,21:36:06,5
2865,21:36:07,6
2870,21:36:07,6
2875,21:36:08,6
2880,21:36:08,6
2885,21:36:09,7
2890,21:36:09,7
2895,21:36:10,6
2900,21:36:10,6
2905,21:36:11,6
2910,21:36:11,5
2915,21:36:12,6
2920,21:36:12,5
2925,21:36:13,5
2930,21:36:13,5
2935,21:36:14,5
2940,21:36:14,5
2945,21:36:15,5
2950,21:36:15,5
2955,21:36:16,6
2960,21:36:16,6
2965,21:36:17,6
2970,21:36:17,6
2975,21:36:17,5
2980,21:36:18,5
2985,21:36:18,5
2990,21:36:19,5
2995,21:36:19,5
3000,21:36:20,5
3005,21:36:20,5
3010,21:36:21,5
3015,21:36:21,5
3020,21:36:21,5
3025,21:36:22,5
3030,21:36:22,5
3035,21:36:23,6
3040,21:36:23,5
3045,21:36:24,5
3050,21:36:24,5
3055,21:36:25,5
3060,21:36:25,5
3065,21:36:26,5
3070,21:36:26,6
3075,21:36:27,6
3080,21:36:27,6
3085,21:36:28,6
3090,21:36:28,6
3095,21:36:29,6
3100,21:36:29,6
