0.05,0.0625,1,1,17
0.05,0.0625,2,1,30
0.05,0.0625,3,1,51
0.05,0.0625,4,1,70
0.05,0.0625,5,1,83
0.05,0.0625,6,1,109
0.05,0.0625,7,1,130
0.05,0.043,4,1,86
0.05,0.043,5,1,112
0.05,0.043,6,1,131
0.083,0.0625,3,1,54
0.083,0.0625,4,1,69
0.083,0.0625,5,1,86
0.067,0.0556,3,1,31
0.067,0.0556,4,1,49
0.067,0.0556,5,1,67
0.05,0.019,4,3,15
0.05,0.019,5,3,52
0.05,0.019,8,3,63






