Frame,Time,People_Count
0,1:14:16,5
5,1:14:17,5
10,1:14:18,5
15,1:14:18,5
20,1:14:19,5
25,1:14:20,5
30,1:14:21,5
35,1:14:22,5
40,1:14:23,5
45,1:14:24,5
50,1:14:25,5
55,1:14:26,5
60,1:14:27,5
65,1:14:28,5
70,1:14:29,5
75,1:14:30,5
80,1:14:31,5
85,1:14:32,5
90,1:14:33,5
95,1:14:34,5
100,1:14:35,5
105,1:14:36,5
110,1:14:37,5
115,1:14:38,5
120,1:14:39,5
125,1:14:40,5
130,1:14:41,5
135,1:14:42,5
140,1:14:43,5
145,1:14:44,5
150,1:14:45,5
155,1:14:45,5
160,1:14:47,5
165,1:14:48,5
170,1:14:48,5
175,1:14:49,5
180,1:14:50,5
185,1:14:51,5
190,1:14:52,5
195,1:14:53,5
200,1:14:54,5
205,1:14:55,5
210,1:14:56,5
215,1:14:57,5
220,1:14:58,5
225,1:14:59,5
230,1:15:00,5
235,1:15:01,5
240,1:15:02,5
245,1:15:03,5
250,1:15:04,5
255,1:15:05,5
260,1:15:06,5
265,1:15:07,5
270,1:15:08,5
275,1:15:09,5
280,1:15:10,5
285,1:15:11,5
290,1:15:12,5
295,1:15:13,5
300,1:15:14,5
305,1:15:15,5
310,1:15:15,5
315,1:15:16,5
320,1:15:17,5
325,1:15:18,5
330,1:15:19,5
335,1:15:20,5
340,1:15:21,5
345,1:15:22,5
350,1:15:23,5
355,1:15:24,5
360,1:15:25,5
365,1:15:26,5
370,1:15:27,5
375,1:15:28,5
380,1:15:29,5
385,1:15:30,5
390,1:15:31,5
395,1:15:32,5
400,1:15:33,5
405,1:15:34,5
410,1:15:35,5
415,1:15:36,5
420,1:15:37,5
425,1:15:38,5
430,1:15:39,5
435,1:15:40,5
440,1:15:41,5
445,1:15:42,5
450,1:15:43,5
455,1:15:44,5
460,1:15:44,5
465,1:15:45,5
470,1:15:46,5
475,1:15:47,5
480,1:15:48,5
485,1:15:49,5
490,1:15:50,5
495,1:15:51,5
500,1:15:52,5
505,1:15:53,5
510,1:15:54,5
515,1:15:55,5
520,1:15:56,5
525,1:15:57,5
530,1:15:58,5
535,1:15:59,5
540,1:16:00,5
545,1:16:01,5
550,1:16:02,5
555,1:16:03,5
560,1:16:04,5
565,1:16:05,5
570,1:16:06,5
575,1:16:07,5
580,1:16:08,5
585,1:16:09,5
590,1:16:10,5
595,1:16:10,5
600,1:16:11,5
605,1:16:13,5
610,1:16:13,5
615,1:16:14,5
620,1:16:15,5
625,1:16:16,5
630,1:16:17,5
635,1:16:18,5
640,1:16:19,5
645,1:16:20,5
650,1:16:21,5
655,1:16:22,5
660,1:16:23,5
665,1:16:24,5
670,1:16:25,5
675,1:16:26,5
680,1:16:27,5
685,1:16:28,5
690,1:16:29,5
695,1:16:30,5
700,1:16:31,5
705,1:16:32,5
710,1:16:33,5
715,1:16:34,5
720,1:16:35,5
725,1:16:36,5
730,1:16:37,5
735,1:16:38,5
740,1:16:39,5
745,1:16:40,5
750,1:16:40,5
755,1:16:41,5
760,1:16:42,5
765,1:16:43,5
770,1:16:44,5
775,1:16:45,5
780,1:16:46,5
785,1:16:47,5
790,1:16:48,5
795,1:16:49,5
800,1:16:50,5
805,1:16:51,5
810,1:16:52,5
815,1:16:53,5
820,1:16:54,5
825,1:16:55,5
830,1:16:56,5
835,1:16:57,5
840,1:16:58,5
845,1:16:59,5
850,1:17:00,5
855,1:17:01,5
860,1:17:02,5
865,1:17:03,5
870,1:17:04,5
875,1:17:05,5
880,1:17:06,5
