Frame,Time,People_Count_true,Time_teacher,People_Count_teacher,Time_qc,People_Count_qc,Difference
2235,1:21:28,5,1:21:28,6.0,03:07:50,7,2
2240,1:21:29,5,1:21:29,6.0,03:07:57,7,2
2245,1:21:30,5,1:21:30,6.0,03:08:05,7,2
2250,1:21:31,5,1:21:31,6.0,03:08:12,7,2
2255,1:21:32,5,1:21:32,6.0,03:08:20,7,2
2260,1:21:33,5,1:21:33,7.0,03:08:27,7,2
2265,1:21:34,5,1:21:34,7.0,03:08:35,6,1
2270,1:21:35,5,1:21:35,7.0,03:08:42,7,2
2275,1:21:36,5,1:21:36,6.0,03:08:50,7,2
2280,1:21:37,5,1:21:37,6.0,03:08:57,7,2
2285,1:21:38,5,1:21:38,6.0,03:09:05,6,1
2290,1:21:39,5,1:21:39,6.0,03:09:12,6,1
2295,1:21:40,5,1:21:40,5.0,03:09:20,6,1
2300,1:21:41,5,1:21:41,7.0,03:09:27,6,1
2305,1:21:42,5,1:21:42,7.0,03:09:35,6,1
2310,1:21:43,5,1:21:43,7.0,03:09:42,6,1
2315,1:21:44,5,1:21:44,6.0,03:09:50,6,1
2320,1:21:45,5,1:21:45,6.0,03:09:57,7,2
2325,1:21:46,5,1:21:46,6.0,03:10:05,5,0
2330,1:21:47,5,1:21:47,7.0,03:10:12,6,1
2335,1:21:48,5,1:21:48,6.0,03:10:20,7,2
2340,1:21:49,5,1:21:49,6.0,03:10:27,6,1
2345,1:21:50,5,1:21:50,6.0,03:10:35,7,2
2350,1:21:51,5,1:21:51,6.0,03:10:42,6,1
2355,1:21:51,5,1:21:51,6.0,03:10:50,6,1
2360,1:21:52,5,1:21:52,6.0,03:10:57,6,1
2365,1:21:53,5,1:21:53,6.0,03:11:04,6,1
2370,1:21:54,5,1:21:54,5.0,03:11:12,6,1
2375,1:21:55,5,1:21:55,6.0,03:11:19,7,2
2380,1:21:56,5,1:21:56,6.0,03:11:27,7,2
2385,1:21:57,5,1:21:57,6.0,03:11:34,9,4
2390,1:21:58,5,1:21:58,6.0,03:11:42,7,2
2395,1:21:59,5,1:21:59,6.0,03:11:49,6,1
